Descrizione Campione: TOT
Inizio misura: 05-03-25 15:51:20
RealTime: 560561
LiveTime: 557046
N eventi: 111382
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
1459	1459	206
1460	1460	215
1461	1461	211
1462	1462	178
1463	1463	235
1464	1464	225
1465	1465	246
1466	1466	207
1467	1467	220
1468	1468	219
1469	1469	199
1470	1470	206
1471	1471	231
1472	1472	212
1473	1473	206
1474	1474	175
1475	1475	202
1476	1476	184
1477	1477	187
1478	1478	193
1479	1479	193
1480	1480	160
1481	1481	197
1482	1482	203
1483	1483	233
1484	1484	210
1485	1485	218
1486	1486	185
1487	1487	201
1488	1488	177
1489	1489	186
1490	1490	191
1491	1491	194
1492	1492	207
1493	1493	208
1494	1494	214
1495	1495	166
1496	1496	169
1497	1497	193
1498	1498	167
1499	1499	193
1500	1500	167
1501	1501	167
1502	1502	174
1503	1503	191
1504	1504	161
1505	1505	178
1506	1506	154
1507	1507	151
1508	1508	150
1509	1509	141
1510	1510	160
1511	1511	176
1512	1512	180
1513	1513	135
1514	1514	150
1515	1515	166
1516	1516	139
1517	1517	143
1518	1518	159
1519	1519	128
1520	1520	122
1521	1521	100
1522	1522	111
1523	1523	115
1524	1524	128
1525	1525	147
1526	1526	122
1527	1527	92
1528	1528	105
1529	1529	115
1530	1530	107
1531	1531	93
1532	1532	106
1533	1533	95
1534	1534	94
1535	1535	98
1536	1536	81
1537	1537	94
1538	1538	90
1539	1539	84
1540	1540	85
1541	1541	88
1542	1542	87
1543	1543	72
1544	1544	82
1545	1545	92
1546	1546	64
1547	1547	85
1548	1548	68
1549	1549	60
1550	1550	71
1551	1551	68
1552	1552	60
1553	1553	33
1554	1554	40
1555	1555	63
1556	1556	60
1557	1557	55
1558	1558	56
1559	1559	62
1560	1560	54
1561	1561	43
1562	1562	50
1563	1563	53
1564	1564	44
1565	1565	35
1566	1566	42
1567	1567	30
1568	1568	35
1569	1569	40
1570	1570	49
1571	1571	34
1572	1572	49
1573	1573	25
1574	1574	30
1575	1575	40
1576	1576	27
1577	1577	31
1578	1578	25
1579	1579	23
1580	1580	37
1581	1581	22
1582	1582	25
1583	1583	27
1584	1584	21
1585	1585	18
1586	1586	22
1587	1587	26
1588	1588	21
1589	1589	20
1590	1590	26
1591	1591	18
1592	1592	14
1593	1593	24
1594	1594	16
1595	1595	20
1596	1596	17
1597	1597	15
1598	1598	18
1599	1599	18
1600	1600	12
1601	1601	12
1602	1602	10
1603	1603	12
1604	1604	14
1605	1605	7
1606	1606	14
1607	1607	8
1608	1608	13
1609	1609	15
1610	1610	9
1611	1611	5
1612	1612	13
1613	1613	14
1614	1614	8
1615	1615	10
1616	1616	11
1617	1617	9
1618	1618	16
1619	1619	15
1620	1620	4
1621	1621	15
1622	1622	10
1623	1623	10
1624	1624	5
1625	1625	9
1626	1626	11
1627	1627	10
1628	1628	14
1629	1629	15
1630	1630	12
1631	1631	4
1632	1632	9
1633	1633	9
1634	1634	9
1635	1635	11
1636	1636	16
1637	1637	11
1638	1638	10
1639	1639	14
1640	1640	11
1641	1641	7
1642	1642	14
1643	1643	12
1644	1644	10
1645	1645	6
1646	1646	15
1647	1647	9
1648	1648	4
1649	1649	12
1650	1650	14
1651	1651	7
1652	1652	6
1653	1653	10
1654	1654	16
1655	1655	5
1656	1656	5
1657	1657	12
1658	1658	9
1659	1659	11
1660	1660	11
1661	1661	11
1662	1662	6
1663	1663	5
1664	1664	15
1665	1665	9
1666	1666	8
1667	1667	11
1668	1668	9
1669	1669	11
1670	1670	7
1671	1671	5
1672	1672	15
1673	1673	7
1674	1674	9
1675	1675	9
1676	1676	12
1677	1677	10
1678	1678	16
1679	1679	8
1680	1680	14
1681	1681	11
1682	1682	5
1683	1683	12
1684	1684	6
1685	1685	11
1686	1686	8
1687	1687	8
1688	1688	12
1689	1689	3
1690	1690	12
1691	1691	6
1692	1692	9
1693	1693	10
1694	1694	12
1695	1695	14
1696	1696	10
1697	1697	11
1698	1698	10
1699	1699	18
1700	1700	9
1701	1701	1
1702	1702	5
1703	1703	4
1704	1704	7
1705	1705	10
1706	1706	8
1707	1707	2
1708	1708	10
1709	1709	17
1710	1710	6
1711	1711	13
1712	1712	5
1713	1713	8
1714	1714	9
1715	1715	6
1716	1716	8
1717	1717	16
1718	1718	8
1719	1719	8
1720	1720	4
1721	1721	11
1722	1722	4
1723	1723	8
1724	1724	12
1725	1725	9
1726	1726	10
1727	1727	6
1728	1728	11
1729	1729	6
1730	1730	11
1731	1731	6
1732	1732	7
1733	1733	8
1734	1734	10
1735	1735	11
1736	1736	7
1737	1737	7
1738	1738	4
1739	1739	12
1740	1740	8
1741	1741	5
1742	1742	9
1743	1743	7
1744	1744	8
