
RE	sigma_RE	<E>	sigma_<E>	time
0.06876900298137294	0.0002450797805819393	1431.282680991905	0.19831413985406843	Na22_20min_000
0.06907643223798676	0.0002520417629451092	1431.8191977340305	0.20083726065259722	Na22_20min_001
0.0687323501711219	0.00024678279470506046	1433.0798129698867	0.19881372451703772	Na22_20min_002
0.06911945922354978	0.0002483685447478774	1434.2516570369867	0.19992158938878787	Na22_20min_003
0.06888877551831321	0.0002507150423622259	1435.4381200534367	0.199454642429316	Na22_20min_004
0.06872778719248246	0.0002492097457668913	1436.0776701609227	0.19975516140089405	Na22_20min_005
0.06859022939974031	0.00025264679829094884	1436.8789570482502	0.19950899240230266	Na22_20min_006
0.06910989612818552	0.00025011367370197956	1437.4954141707092	0.20134917501726754	Na22_20min_007
0.06881136401500121	0.000250907196553763	1438.2221833447304	0.2001148452280356	Na22_20min_008
0.06869287194451101	0.0002526746540108125	1438.3896833939336	0.20151129299130666	Na22_20min_009
0.06898225022710983	0.0002448489181692807	1438.9790038270025	0.20029189853085771	Na22_20min_010
0.06916075140719896	0.0002546067394516817	1439.0005174716619	0.20190228861291296	Na22_20min_011
0.06858356996728847	0.00024917571480548425	1439.49695594941	0.20107867280967132	Na22_20min_012
0.06930181144274061	0.000248622192896584	1439.7328131201623	0.2009564520202226	Na22_20min_013
0.06862421500089973	0.0002502991468797637	1439.8890406723017	0.2006564923174888	Na22_20min_014
0.06904374545259635	0.00025108259244271047	1440.1763375600908	0.2023173090710776	Na22_20min_015
0.06893402520008506	0.00025036777212330744	1440.63343136484	0.2017089421759468	Na22_20min_016
0.0687303577492421	0.00024617521213057207	1441.0042049544743	0.20141742932445741	Na22_20min_017
0.06879560810120534	0.0002498491869613079	1440.8987636549948	0.20084365837762785	Na22_20min_018
0.0688703762467534	0.0002492563107833119	1441.6631927978676	0.20005577089062637	Na22_20min_019
0.06929095642261521	0.0002515118007061499	1441.5607630657275	0.20136260255783833	Na22_20min_020
0.06942672464540157	0.00025344521825374535	1442.043842865062	0.2025067003602837	Na22_20min_021
0.06921578022469159	0.0002504531752065725	1442.2171115055505	0.20090132349331036	Na22_20min_022
0.06917888328537569	0.00025362087792112276	1442.4322471445182	0.2016964527433642	Na22_20min_023
0.06925300240792168	0.00025085696204833497	1442.36266046339	0.2021311126283245	Na22_20min_024
0.06864441762068814	0.00025070628550942747	1442.5911439058302	0.20076984856824834	Na22_20min_025
0.0688859119385633	0.00025040431002808835	1442.774148684071	0.20138377900730817	Na22_20min_026
0.06870863946451042	0.00024814703460292566	1442.2942245332672	0.20094272793959658	Na22_20min_027
0.06880712144010283	0.0002522497651005057	1442.8595490601606	0.20228317656363312	Na22_20min_028
0.06891527866661819	0.00025150336141218103	1442.9074205932952	0.20201062205668838	Na22_20min_029
0.0689901238780532	0.00025186211877905495	1443.0893951622909	0.20170178986110193	Na22_20min_030
0.06862123362214535	0.0002451830663573814	1443.0324518117009	0.20054444440848113	Na22_20min_031
0.069328692964513	0.000250322355896436	1442.867261205209	0.20273842067877013	Na22_20min_032
0.06891916941600917	0.00024445866676749557	1442.997776957519	0.20043094849027335	Na22_20min_033
