Descrizione Campione: Ti
Inizio misura: 07-02-25 17:58:04
RealTime: 7
LiveTime: 0
N eventi: 380911
Calibrazione: E = 3.22645e-06 * C^2 + 0.363344 * C + -11.0115
Canale	Energia	Eventi
811	285.782	88
812	286.151	115
813	286.519	81
814	286.888	69
815	287.257	93
816	287.625	88
817	287.994	87
818	288.362	75
819	288.731	81
820	289.1	86
821	289.468	96
822	289.837	87
823	290.206	80
824	290.574	94
825	290.943	75
826	291.312	105
827	291.68	87
828	292.049	75
829	292.418	86
830	292.786	77
831	293.155	74
832	293.524	96
833	293.892	93
834	294.261	64
835	294.63	84
836	294.999	96
837	295.367	80
838	295.736	85
839	296.105	96
840	296.474	85
841	296.842	92
842	297.211	80
843	297.58	92
844	297.949	85
845	298.318	84
846	298.686	81
847	299.055	86
848	299.424	84
849	299.793	109
850	300.162	80
851	300.53	69
852	300.899	89
853	301.268	81
854	301.637	86
855	302.006	88
856	302.375	74
857	302.744	75
858	303.112	87
859	303.481	67
860	303.85	88
861	304.219	79
862	304.588	92
863	304.957	87
864	305.326	84
865	305.695	102
866	306.064	80
867	306.433	84
868	306.802	92
869	307.171	82
870	307.54	74
871	307.908	80
872	308.277	75
873	308.646	105
874	309.015	89
875	309.384	98
876	309.753	85
877	310.122	97
878	310.491	82
879	310.86	73
880	311.229	96
881	311.598	86
882	311.967	85
883	312.337	88
884	312.706	94
885	313.075	90
886	313.444	91
887	313.813	88
888	314.182	85
889	314.551	67
890	314.92	78
891	315.289	69
892	315.658	97
893	316.027	99
894	316.396	79
895	316.765	104
896	317.135	88
897	317.504	85
898	317.873	89
899	318.242	89
900	318.611	80
901	318.98	74
902	319.349	91
903	319.719	84
904	320.088	89
905	320.457	98
906	320.826	100
907	321.195	101
908	321.565	71
909	321.934	64
910	322.303	78
911	322.672	86
912	323.041	77
913	323.411	81
914	323.78	77
915	324.149	78
916	324.518	93
917	324.888	81
918	325.257	90
919	325.626	76
920	325.995	71
921	326.365	75
922	326.734	64
923	327.103	84
924	327.473	93
925	327.842	57
926	328.211	61
927	328.581	68
928	328.95	73
929	329.319	67
930	329.689	60
931	330.058	73
932	330.427	85
933	330.797	63
934	331.166	72
935	331.535	77
936	331.905	62
937	332.274	72
938	332.644	82
939	333.013	79
940	333.382	68
941	333.752	86
942	334.121	54
943	334.491	57
944	334.86	87
945	335.229	63
946	335.599	76
947	335.968	54
948	336.338	67
949	336.707	58
950	337.077	56
951	337.446	75
952	337.816	66
953	338.185	68
954	338.555	80
955	338.924	70
956	339.294	88
957	339.663	57
958	340.033	61
959	340.402	63
960	340.772	56
961	341.141	63
962	341.511	61
963	341.88	44
964	342.25	53
965	342.62	54
966	342.989	72
967	343.359	56
968	343.728	58
969	344.098	62
970	344.468	58
971	344.837	45
972	345.207	60
973	345.576	55
974	345.946	45
975	346.316	68
976	346.685	53
977	347.055	53
978	347.425	45
979	347.794	43
980	348.164	48
981	348.534	52
982	348.903	50
983	349.273	57
984	349.643	53
985	350.012	40
986	350.382	48
987	350.752	39
988	351.121	36
989	351.491	45
990	351.861	54
991	352.231	50
992	352.6	34
993	352.97	39
994	353.34	41
995	353.71	43
996	354.079	48
997	354.449	32
998	354.819	41
999	355.189	43
1000	355.559	47
1001	355.928	50
1002	356.298	57
1003	356.668	38
1004	357.038	40
1005	357.408	47
1006	357.777	49
1007	358.147	35
1008	358.517	42
1009	358.887	51
1010	359.257	38
1011	359.627	41
1012	359.997	51
1013	360.366	45
1014	360.736	39
1015	361.106	48
1016	361.476	28
1017	361.846	37
1018	362.216	48
1019	362.586	36
1020	362.956	41
1021	363.326	29
1022	363.696	30
1023	364.066	37
1024	364.436	30
1025	364.805	53
1026	365.175	41
1027	365.545	37
1028	365.915	44
1029	366.285	43
1030	366.655	40
1031	367.025	31
1032	367.395	39
1033	367.765	33
1034	368.135	42
1035	368.505	36
1036	368.875	35
1037	369.245	31
1038	369.615	33
1039	369.985	42
1040	370.356	41
1041	370.726	31
1042	371.096	43
1043	371.466	37
1044	371.836	52
1045	372.206	35
1046	372.576	29
1047	372.946	37
1048	373.316	27
1049	373.686	30
1050	374.056	44
1051	374.427	37
1052	374.797	32
1053	375.167	27
1054	375.537	29
1055	375.907	32
1056	376.277	42
1057	376.647	31
1058	377.018	39
1059	377.388	31
1060	377.758	36
1061	378.128	42
1062	378.498	36
1063	378.869	33
1064	379.239	41
1065	379.609	40
1066	379.979	27
1067	380.349	36
1068	380.72	32
1069	381.09	41
1070	381.46	30
1071	381.83	38
1072	382.201	32
1073	382.571	29
1074	382.941	47
1075	383.311	32
1076	383.682	42
1077	384.052	28
1078	384.422	20
1079	384.793	35
1080	385.163	21
1081	385.533	21
1082	385.904	31
1083	386.274	26
1084	386.644	29
1085	387.015	36
1086	387.385	36
1087	387.755	28
1088	388.126	24
1089	388.496	22
1090	388.866	40
1091	389.237	28
1092	389.607	29
