Descrizione Campione: Ra-F_600s.Spe
Inizio misura: 07-02-25 17:38:49
RealTime: 8
LiveTime: 0
N eventi: 303327
Calibrazione: E = 3.22645e-06 * C^2 + 0.363344 * C + -11.0115
Canale	Energia	Eventi
963	341.88	207
964	342.25	176
965	342.62	173
966	342.989	165
967	343.359	193
968	343.728	209
969	344.098	225
970	344.468	226
971	344.837	253
972	345.207	246
973	345.576	214
974	345.946	272
975	346.316	270
976	346.685	236
977	347.055	284
978	347.425	276
979	347.794	322
980	348.164	326
981	348.534	336
982	348.903	340
983	349.273	294
984	349.643	318
985	350.012	294
986	350.382	323
987	350.752	361
988	351.121	319
989	351.491	349
990	351.861	350
991	352.231	389
992	352.6	410
993	352.97	450
994	353.34	372
995	353.71	396
996	354.079	428
997	354.449	414
998	354.819	468
999	355.189	448
1000	355.559	470
1001	355.928	497
1002	356.298	516
1003	356.668	474
1004	357.038	453
1005	357.408	472
1006	357.777	518
1007	358.147	479
1008	358.517	481
1009	358.887	515
1010	359.257	501
1011	359.627	479
1012	359.997	475
1013	360.366	502
1014	360.736	520
1015	361.106	500
1016	361.476	463
1017	361.846	505
1018	362.216	464
1019	362.586	505
1020	362.956	452
1021	363.326	493
1022	363.696	460
1023	364.066	445
1024	364.436	458
1025	364.805	548
1026	365.175	487
1027	365.545	502
1028	365.915	517
1029	366.285	502
1030	366.655	438
1031	367.025	449
1032	367.395	449
1033	367.765	463
1034	368.135	472
1035	368.505	457
1036	368.875	414
1037	369.245	401
1038	369.615	416
1039	369.985	406
1040	370.356	372
1041	370.726	400
1042	371.096	437
1043	371.466	358
1044	371.836	369
1045	372.206	435
1046	372.576	353
1047	372.946	390
1048	373.316	330
1049	373.686	281
1050	374.056	352
1051	374.427	295
1052	374.797	325
1053	375.167	308
1054	375.537	295
1055	375.907	304
1056	376.277	264
1057	376.647	283
1058	377.018	218
1059	377.388	266
1060	377.758	275
1061	378.128	243
1062	378.498	253
1063	378.869	241
1064	379.239	243
1065	379.609	247
1066	379.979	210
1067	380.349	219
1068	380.72	187
1069	381.09	201
1070	381.46	184
1071	381.83	175
1072	382.201	190
1073	382.571	161
1074	382.941	178
1075	383.311	143
1076	383.682	156
1077	384.052	151
1078	384.422	126
1079	384.793	141
1080	385.163	115
1081	385.533	137
1082	385.904	112
1083	386.274	105
1084	386.644	157
1085	387.015	100
1086	387.385	127
1087	387.755	117
1088	388.126	126
1089	388.496	105
1090	388.866	94
1091	389.237	73
1092	389.607	95
1093	389.978	67
1094	390.348	127
1095	390.718	86
1096	391.089	60
1097	391.459	71
1098	391.83	91
1099	392.2	74
1100	392.57	75
1101	392.941	75
1102	393.311	79
1103	393.682	75
1104	394.052	58
1105	394.423	72
1106	394.793	50
1107	395.164	52
1108	395.534	87
1109	395.905	48
1110	396.275	67
1111	396.646	76
1112	397.016	71
1113	397.387	69
1114	397.757	75
1115	398.128	54
1116	398.498	59
1117	398.869	68
1118	399.239	89
1119	399.61	63
1120	399.981	59
1121	400.351	52
1122	400.722	47
1123	401.092	81
1124	401.463	73
1125	401.834	40
1126	402.204	57
1127	402.575	57
1128	402.945	50
1129	403.316	62
1130	403.687	68
1131	404.057	73
1132	404.428	69
1133	404.799	49
1134	405.169	75
1135	405.54	78
1136	405.911	35
1137	406.281	60
1138	406.652	48
1139	407.023	49
1140	407.393	71
1141	407.764	84
1142	408.135	62
1143	408.505	66
1144	408.876	53
1145	409.247	48
1146	409.618	58
1147	409.988	58
1148	410.359	43
1149	410.73	62
1150	411.101	42
1151	411.471	65
1152	411.842	62
1153	412.213	55
1154	412.584	63
1155	412.955	95
1156	413.325	67
1157	413.696	43
1158	414.067	70
1159	414.438	42
1160	414.809	70
1161	415.179	54
1162	415.55	41
1163	415.921	62
1164	416.292	56
1165	416.663	60
1166	417.034	66
1167	417.405	57
1168	417.775	64
1169	418.146	55
1170	418.517	65
1171	418.888	66
1172	419.259	17
1173	419.63	48
1174	420.001	42
1175	420.372	54
1176	420.743	46
1177	421.114	64
1178	421.485	64
1179	421.855	49
1180	422.226	52
1181	422.597	38
1182	422.968	57
1183	423.339	33
1184	423.71	50
1185	424.081	54
1186	424.452	45
1187	424.823	49
1188	425.194	54
1189	425.565	60
1190	425.936	23
1191	426.307	22
1192	426.678	53
1193	427.049	49
1194	427.42	34
1195	427.792	59
1196	428.163	52
1197	428.534	55
1198	428.905	50
1199	429.276	18
1200	429.647	43
1201	430.018	48
1202	430.389	74
1203	430.76	28
1204	431.131	33
1205	431.502	48
1206	431.874	47
1207	432.245	58
1208	432.616	27
1209	432.987	43
1210	433.358	44
1211	433.729	45
1212	434.1	43
1213	434.472	45
1214	434.843	49
1215	435.214	15
1216	435.585	32
1217	435.956	24
1218	436.327	56
1219	436.699	34
1220	437.07	21
1221	437.441	38
1222	437.812	21
1223	438.184	46
1224	438.555	44
1225	438.926	39
1226	439.297	11
1227	439.669	52
1228	440.04	34
1229	440.411	33
1230	440.782	60
1231	441.154	42
1232	441.525	32
1233	441.896	52
1234	442.268	44
1235	442.639	0
1236	443.01	30
1237	443.382	46
1238	443.753	17
1239	444.124	33
1240	444.496	33
1241	444.867	39
1242	445.238	51
1243	445.61	24
1244	445.981	52
1245	446.352	57
1246	446.724	29
1247	447.095	34
1248	447.467	48
1249	447.838	56
1250	448.209	27
1251	448.581	31
1252	448.952	33
1253	449.324	45
1254	449.695	40
1255	450.066	55
1256	450.438	9
1257	450.809	52
1258	451.181	42
1259	451.552	27
1260	451.924	38
1261	452.295	32
1262	452.667	26
1263	453.038	51
1264	453.41	37
1265	453.781	38
1266	454.153	38
1267	454.524	23
1268	454.896	30
1269	455.267	22
1270	455.639	32
1271	456.01	39
1272	456.382	30
1273	456.753	18
1274	457.125	12
1275	457.497	47
1276	457.868	36
1277	458.24	23
1278	458.611	60
1279	458.983	19
1280	459.355	36
1281	459.726	47
1282	460.098	55
1283	460.469	33
1284	460.841	35
1285	461.213	50
1286	461.584	-2
1287	461.956	29
1288	462.328	41
1289	462.699	33
1290	463.071	57
1291	463.443	29
1292	463.814	28
1293	464.186	39
1294	464.558	21
1295	464.929	25
1296	465.301	57
1297	465.673	39
1298	466.044	37
1299	466.416	49
1300	466.788	39
1301	467.16	30
1302	467.531	50
1303	467.903	46
1304	468.275	47
1305	468.647	30
1306	469.018	64
1307	469.39	43
1308	469.762	31
1309	470.134	36
1310	470.506	33
1311	470.877	47
1312	471.249	44
1313	471.621	34
1314	471.993	53
1315	472.365	41
1316	472.736	49
1317	473.108	48
1318	473.48	37
1319	473.852	40
1320	474.224	47
1321	474.596	34
1322	474.968	41
1323	475.339	41
1324	475.711	36
1325	476.083	24
1326	476.455	52
1327	476.827	36
1328	477.199	36
1329	477.571	36
1330	477.943	37
1331	478.315	24
1332	478.687	48
1333	479.059	37
1334	479.43	49
1335	479.802	23
1336	480.174	35
1337	480.546	39
1338	480.918	22
1339	481.29	34
