
RE	sigma_RE	<E>	sigma_<E>	time
0.06870420990479978	0.0003241214275710175	1454.382516096653	0.26557900476157287	1000min_024
0.06974265044281021	0.0003278702120614133	1454.9478483691717	0.2688656927938272	1000min_025
0.06951515594992567	0.0003362395821817288	1455.3173493052318	0.26862768553955746	1000min_026
0.06915271772051743	0.00033947835116322355	1455.3055333218908	0.2671404109653447	1000min_027
0.06925704922678137	0.00034236827125988853	1455.5413541375606	0.2678609577949561	1000min_028
0.06950499934419122	0.0003371609142528272	1454.7790192995167	0.2690832029731038	1000min_029
0.0689856071873174	0.0003336406945441564	1455.2044861214517	0.26789877711678944	1000min_030
0.06948974813918753	0.00033021089943134646	1454.9572437086424	0.2664715715151461	1000min_031
0.06902981014403266	0.00033350650581472454	1455.4850795499838	0.26708957351198664	1000min_032
0.06985482321083032	0.000339067352514612	1455.4827621449597	0.2691605507394115	1000min_033
0.06922281121574597	0.0003370510734536507	1455.5448003695758	0.2698021292686554	1000min_034
0.0694900572961345	0.00035092842728235774	1455.5930787449413	0.2691989773347278	1000min_035
0.06928614358845486	0.0003333304940920853	1455.6884253531348	0.26908457833563726	1000min_036
0.06937651474120275	0.00033659267386535743	1455.2326587622335	0.2695011665745389	1000min_037
0.06942448282338425	0.0003514166004657544	1455.755336787773	0.27068889480531133	1000min_038
0.07019197952768769	0.0003409643967291179	1455.1393534404808	0.27200347877447417	1000min_039
0.06968634362379245	0.00034341493458689166	1455.6935599168323	0.2716002339181028	1000min_040
0.0692371987426419	0.00033393903934563195	1456.101629500667	0.2681510747001908	1000min_041
0.06962457429487616	0.0003383975614703128	1455.9994744140579	0.26985269808090195	1000min_042
0.06930628330022238	0.000338750508046111	1455.076557492397	0.26839862183424396	1000min_043
0.06922902240228278	0.00034499820767585704	1454.9803985227686	0.2692381143023997	1000min_044
0.0690528234003376	0.00033069696786909526	1455.6080799767697	0.2681210381036545	1000min_045
0.06936488691696341	0.000327543287099294	1456.4256327977878	0.2690691798552196	1000min_046
0.07013653219604392	0.0003360178519106403	1456.8643156063338	0.2715629057618722	1000min_047
0.06955927070720917	0.0003387388157368838	1456.6176833522572	0.2698655932246059	1000min_048
0.06933675316130486	0.00033754970391872325	1456.3516532216966	0.2695913125935668	1000min_049
0.06892025363714784	0.0003358108676202988	1455.6838882622676	0.2681471318521832	1000min_050
0.06897235557737642	0.0003292177197535881	1456.1720098011158	0.267086166225607	1000min_051
0.06926981262633039	0.00033704826786168596	1456.3121322545621	0.2700927919346747	1000min_052
0.06928302668487855	0.0003307634814495004	1455.795212460191	0.26719725140977374	1000min_053
0.06940854418684753	0.00034162085590107516	1456.0766207234828	0.2706904777440638	1000min_054
0.06933054935755054	0.0003354388585131882	1455.7978555763082	0.26996375265267625	1000min_055
0.0685704479492248	0.0003280168016676727	1456.0115565440744	0.2651050912373398	1000min_056
