Descrizione Campione: misura_Co60_20min_solosorgente.Spe
Inizio misura: 15-01-25 16:09:28
RealTime: 15
LiveTime: 0
N eventi: 1013122
Calibrazione: E = 0 * C^2 + 1.98698 * C + -37.4062
Canale	Energia	Eventi
548	1051.46	922
549	1053.45	886
550	1055.43	857
551	1057.42	871
552	1059.41	800
553	1061.39	852
554	1063.38	890
555	1065.37	862
556	1067.35	870
557	1069.34	849
558	1071.33	906
559	1073.32	803
560	1075.3	865
561	1077.29	851
562	1079.28	826
563	1081.26	867
564	1083.25	839
565	1085.24	830
566	1087.22	815
567	1089.21	861
568	1091.2	825
569	1093.18	817
570	1095.17	857
571	1097.16	891
572	1099.15	855
573	1101.13	795
574	1103.12	817
575	1105.11	884
576	1107.09	830
577	1109.08	831
578	1111.07	828
579	1113.05	815
580	1115.04	864
581	1117.03	796
582	1119.02	871
583	1121	790
584	1122.99	831
585	1124.98	801
586	1126.96	829
587	1128.95	839
588	1130.94	724
589	1132.92	823
590	1134.91	794
591	1136.9	748
592	1138.89	764
593	1140.87	748
594	1142.86	768
595	1144.85	721
596	1146.83	730
597	1148.82	668
598	1150.81	691
599	1152.79	646
600	1154.78	615
601	1156.77	620
602	1158.76	576
603	1160.74	541
604	1162.73	564
605	1164.72	536
606	1166.7	510
607	1168.69	533
608	1170.68	509
609	1172.66	470
610	1174.65	500
611	1176.64	481
612	1178.62	491
613	1180.61	526
614	1182.6	511
615	1184.59	511
616	1186.57	545
617	1188.56	546
618	1190.55	587
619	1192.53	587
620	1194.52	625
621	1196.51	648
622	1198.49	751
623	1200.48	830
624	1202.47	937
625	1204.46	940
626	1206.44	1131
627	1208.43	1161
628	1210.42	1304
629	1212.4	1464
630	1214.39	1569
631	1216.38	1586
632	1218.36	1758
633	1220.35	1958
634	1222.34	2085
635	1224.33	2225
636	1226.31	2368
637	1228.3	2496
638	1230.29	2655
639	1232.27	2797
640	1234.26	2961
641	1236.25	3065
642	1238.23	3232
643	1240.22	3273
644	1242.21	3401
645	1244.2	3484
646	1246.18	3527
647	1248.17	3555
648	1250.16	3622
649	1252.14	3670
650	1254.13	3622
651	1256.12	3625
652	1258.1	3476
653	1260.09	3576
654	1262.08	3405
655	1264.07	3327
656	1266.05	3237
657	1268.04	3070
658	1270.03	2963
659	1272.01	2804
660	1274	2769
661	1275.99	2509
662	1277.97	2398
663	1279.96	2190
664	1281.95	2100
665	1283.93	1933
666	1285.92	1794
667	1287.91	1617
668	1289.9	1529
669	1291.88	1389
670	1293.87	1237
671	1295.86	1058
672	1297.84	1034
673	1299.83	958
674	1301.82	816
675	1303.8	732
676	1305.79	639
677	1307.78	581
678	1309.77	508
679	1311.75	407
680	1313.74	423
681	1315.73	370
682	1317.71	310
683	1319.7	283
684	1321.69	282
685	1323.67	235
686	1325.66	204
687	1327.65	168
688	1329.64	177
689	1331.62	186
690	1333.61	161
691	1335.6	173
692	1337.58	170
693	1339.57	173
694	1341.56	179
695	1343.54	161
696	1345.53	168
697	1347.52	205
698	1349.51	252
699	1351.49	191
700	1353.48	267
701	1355.47	250
702	1357.45	336
703	1359.44	346
704	1361.43	390
705	1363.41	450
706	1365.4	445
707	1367.39	530
708	1369.37	582
709	1371.36	617
710	1373.35	740
711	1375.34	775
712	1377.32	850
713	1379.31	941
714	1381.3	1028
715	1383.28	1183
716	1385.27	1232
717	1387.26	1319
718	1389.24	1434
719	1391.23	1508
720	1393.22	1588
721	1395.21	1841
722	1397.19	1884
723	1399.18	2049
724	1401.17	2157
725	1403.15	2171
726	1405.14	2261
727	1407.13	2396
728	1409.11	2539
729	1411.1	2606
730	1413.09	2687
731	1415.08	2719
732	1417.06	2766
733	1419.05	2721
734	1421.04	2761
735	1423.02	2875
736	1425.01	2912
737	1427	2782
738	1428.98	2876
739	1430.97	2772
740	1432.96	2754
741	1434.95	2653
742	1436.93	2643
743	1438.92	2557
744	1440.91	2382
745	1442.89	2314
746	1444.88	2190
747	1446.87	2140
748	1448.85	1986
749	1450.84	1881
750	1452.83	1817
751	1454.81	1668
752	1456.8	1620
753	1458.79	1557
754	1460.78	1361
755	1462.76	1234
756	1464.75	1195
757	1466.74	1083
758	1468.72	1014
759	1470.71	913
760	1472.7	829
761	1474.68	745
